Entity ID,Common Name,Scientific Name,Species Group,FWS Lead Region,FWS Listing Status,Critical Habitat Type,Federal Register Publication,Critical Habitat Shapefile,tsn,Acres and Miles
2458,"ivesia, Webber's",Ivesia webberi,Flowering Plants,Region 8,Threatened,Final,Federal Register (2014-06-03),Download,25241,1750.7 acres
954,Kamakahala,Labordia cyrtandrae,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,29952,39203.3 acres
2778,Kamakahala,Labordia helleri,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,29934,24688.3 acres
3832,Kamakahala,Labordia pumila,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,29946,14384.1 acres
1232,Kamakahala,Labordia tinifolia var. lanaiensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),0 Acres or Miles Designated,528653,0 Acres or Miles
565,Kamakahala,Labordia triflora,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,29948,8770.3 acres
659,Kamanomano,Cenchrus agrimonioides,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,40579,20739.1 acres
674,Kauila,Colubrina oppositifolia,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,28528,18465.6 acres
2265,Kaulu,Pteralyxia macrocarpa,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,30206,40596.0 acres
725,Kio`ele,Kadua coriacea,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,846013,3897.9 acres
1136,Kiponapona,Phyllostegia racemosa,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,196172,7074.1 acres
1187,Kohe malama malama o kanaloa,Kanaloa kahoolawensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,507828,6141.4 acres
746,Koki`o,Kokia drynarioides,Flowering Plants,Region 1,Endangered,Final,Federal Register (1984-12-04),Download,21976,2355.3 acres
745,"Koki`o, Cooke's",Kokia cookei,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,21975,612.9 acres
947,Koki`o ke`oke`o,Hibiscus arnottianus ssp. immaculatus,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,524140,8085.7 acres
1133,Kolea,Myrsine juddii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,23911,25740.9 acres
9959,Kolea,Myrsine knudsenii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,23913,2868.1 acres
1521,Kolea,Myrsine mezii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,23919,17261.3 acres
2970,Kolea,Myrsine vaccinioides,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,503916,1479.1 acres
2278,Ko`oko`olau,Bidens amplectens,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,35735,2040.4 acres
7617,Ko`oko`olau,Bidens campylotheca pentamera,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,523679,44914.6 acres
8277,Ko`oko`olau,Bidens campylotheca waihoiensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,523680,39538.0 acres
8338,Ko`oko`olau,Bidens conjuncta,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,35742,7952.7 acres
4589,Ko`oko`olau,Bidens micrantha ctenophylla,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2012-10-17),Download,523687,12886.5 acres
645,Ko`oko`olau,Bidens micrantha ssp. kalealaha,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196220,59101.4 acres
646,Ko`oko`olau,Bidens wiebkei,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,35778,17892.9 acres
1118,kopa,Kadua cordata remyi,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),0 Acres or Miles Designated,528340,0 Acres or Miles
2619,Kopiko,Psychotria grandiflora,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,35098,17261.3 acres
6536,Kopiko,Psychotria hobdyi,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,35104,2549.4 acres
1140,Kuahiwi laukahi,Plantago hawaiensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,32916,7113.3 acres
800,Kuahiwi laukahi,Plantago princeps,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,32922,16213.7 acres
741,Kula wahine noho,Isodendrion pyrifolium,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,22204,16821.0 acres
782,Kulu`i,Nototrichium humile,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,20827,16841.2 acres
539,"Larkspur, Baker's",Delphinium bakeri,Flowering Plants,Region 8,Endangered,Final,Federal Register (2003-03-18),Download,18538,1748.4 acres
540,"Larkspur, yellow",Delphinium luteum,Flowering Plants,Region 8,Endangered,Final,Federal Register (2003-03-18),Download,18475,2423.8 acres
7170,lehua makanoe,Lysimachia daphnoides,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,24003,14384.1 acres
619,Liliwai,Acaena exigua,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,182028,1479.1 acres
1263,"Lomatium, Cook's",Lomatium cookii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-07-21),Download,503533,6164.5 acres
598,Lo`ulu,Pritchardia remota,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-05-22),Download,42490,185.1 acres
545,"Love grass, Fosberg's",Eragrostis fosbergii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,40730,9454.4 acres
1126,"Lupine, Kincaid's",Lupinus sulphureus ssp. kincaidii,Flowering Plants,Region 1,Threatened,Final,Federal Register (2006-10-31),Download,526095,538.6 acres
621,Mahoe,Alectryon macrococcus,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,28659,45943.5 acres
795,Makou,Peucedanum sandwicense,Flowering Plants,Region 1,Threatened,Final,Federal Register (2016-03-30),Download,504266,16470.1 acres
9929,"mallow, Gierisch",Sphaeralcea gierischii,Flowering Plants,Region 2,Endangered,Final,Federal Register (2013-08-13),Download,845826,12453.9 acres
2823,"Manzanita, Franciscan",Arctostaphylos franciscana,Flowering Plants,Region 8,Endangered,Final,Federal Register (2013-12-20),Download,184509,203.5 acres
736,"Ma`o hau hele, (=native yellow hibiscus)",Hibiscus brackenridgei,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,21641,29626.4 acres
603,Ma`oli`oli,Schiedea kealiae,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,20212,2040.4 acres
1081,"Meadowfoam, Butte County",Limnanthes floccosa ssp. californica,Flowering Plants,Region 8,Endangered,Final,Federal Register (2005-08-11),Download,196069,16575.6 acres
1262,"meadowfoam, large-flowered woolly",Limnanthes pumila grandiflora,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-07-21),Download,196070,5500.5 acres
1117,Mehamehame,Flueggea neowawraea,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,502636,25611.5 acres
641,"Milk-vetch, Ash meadows",Astragalus phoenix,Flowering Plants,Region 8,Threatened,Final,Federal Register (1985-05-20),Download,25631,1212.1 acres
507,"Milk-vetch, Braunton's",Astragalus brauntonii,Flowering Plants,Region 8,Endangered,Final,Federal Register (2006-11-14),Download,25443,2875.8 acres
886,"Milk-vetch, Coachella Valley",Astragalus lentiginosus var. coachellae,Flowering Plants,Region 8,Endangered,Final,Federal Register (2013-02-13),Download,192556,9371.0 acres
1086,"Milk-vetch, Cushenbury",Astragalus albens,Flowering Plants,Region 8,Endangered,Final,Federal Register (2002-12-24),Download,25406,4110.6 acres
887,"Milk-vetch, Fish Slough",Astragalus lentiginosus var. piscinensis,Flowering Plants,Region 8,Threatened,Final,Federal Register (2005-06-09),Download,192582,8009.1 acres
888,"Milk-vetch, heliotrope",Astragalus montii,Flowering Plants,Region 6,Threatened,Final,Federal Register (1987-11-06),Download,25592,56.1 acres
1020,"Milk-vetch, Holmgren",Astragalus holmgreniorum,Flowering Plants,Region 6,Endangered,Final,Federal Register (2006-12-27),Download,25535,6193.6 acres
510,"Milk-vetch, Lane Mountain",Astragalus jaegerianus,Flowering Plants,Region 8,Endangered,Final,Federal Register (2011-05-19),Download,25550,14156.5 acres
1021,"Milk-vetch, Peirson's",Astragalus magdalenae var. peirsonii,Flowering Plants,Region 8,Threatened,Final,Federal Register (2008-02-14),Download,192607,11869.2 acres
1088,"Milk-vetch, Shivwits",Astragalus ampullarioides,Flowering Plants,Region 6,Endangered,Final,Federal Register (2006-12-27),Download,820304,2239.3 acres
511,"Milk-vetch, Ventura Marsh",Astragalus pycnostachyus var. lanosissimus,Flowering Plants,Region 8,Endangered,Final,Federal Register (2004-05-20),Download,192732,361.5 acres
884,"Milkweed, Welsh's",Asclepias welshii,Flowering Plants,Region 6,Threatened,Final,Federal Register (1987-10-28),Download,30325,3239.0 acres
576,"Monardella, willowy",Monardella viminea,Flowering Plants,Region 8,Endangered,Final,Federal Register (2012-03-06),Download,833060,80.1 acres
10076,"Monkeyflower, Vandenberg",Diplacus vandenbergensis,Flowering Plants,Region 8,Endangered,Final,Federal Register (2015-08-11),,-1271,
9954,Naenae,Dubautia kalalauensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,780679,14384.1 acres
9955,Naenae,Dubautia kenwoodii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,780292,2549.4 acres
1054,Na`ena`e,Dubautia herbstobatae,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,196318,9454.4 acres
4858,Na`ena`e,Dubautia imbricata imbricata,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,523992,4913.8 acres
3049,Na`ena`e,Dubautia plantaginea magnifolia,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,524004,963.0 acres
1114,Na`ena`e,Dubautia plantaginea ssp. humilis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,524003,3003.8 acres
2154,Na`ena`e,Dubautia waialealae,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,38767,14384.1 acres
1183,Nanu,Gardenia mannii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,35161,33692.4 acres
972,"Navarretia, spreading",Navarretia fossalis,Flowering Plants,Region 8,Threatened,Final,Federal Register (2010-10-07),Download,31328,7562.9 acres
961,nehe,Melanthera kamolensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,38797,16841.2 acres
756,Nehe,Lipochaeta lobata var. leptophylla,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,196321,1637.0 acres
963,Nehe,Melanthera tenuifolia,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,780449,10160.2 acres
1116,Nioi,Eugenia koolauensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,27194,612.9 acres
973,"Niterwort, Amargosa",Nitrophila mohavensis,Flowering Plants,Region 8,Endangered,Final,Federal Register (1985-05-20),Download,20704,1051.0 acres
616,No common name,Abutilon eremitopetalum,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Not Prudent Determination,21678,N/A
618,No common name,Abutilon sandwicense,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,21681,9454.4 acres
497,No common name,Achyranthes mutica,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,20758,1245.4 acres
3671,No common name,Agave eggersiana,Flowering Plants,Region 4,Endangered,Final,Federal Register (2014-09-09),,182671,
499,No common name,Amaranthus brownii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-05-22),Download,181924,185.1 acres
648,No common name,Bonamia menziesii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,30828,30805.3 acres
1092,No common name,Catesbaea melanocarpa,Flowering Plants,Region 4,Endangered,Final,Federal Register (2007-08-28),Download,34956,6.6 acres
6303,No common name,Cyanea profuga,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34733,13880.3 acres
1636,No common name,Cyanea purpurellifolia,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,507720,31073.3 acres
1131,No common name,Cyperus fauriei,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,516776,9586.3 acres
1032,No common name,Cyperus pennatiformis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,39987,1033.5 acres
8347,No common name,Cyrtandra gracilis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,34153,25740.9 acres
5991,No common name,Cyrtandra waiolani,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,34263,25740.9 acres
538,No common name,Delissea undulata,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,34765,3026.2 acres
10235,No common name,Festuca molokaiensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,-517,8770.3 acres
3990,No common name,Gonocalyx concolor,Flowering Plants,Region 4,Endangered,Final,Federal Register (2014-09-09),,502817,
719,No common name,Gouania hillebrandii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,28543,17093.7 acres
720,No common name,Gouania meyenii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,28546,10160.2 acres
721,No common name,Gouania vitifolia,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,28551,3003.8 acres
731,No common name,Hesperomannia arborescens,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,38772,15820.3 acres
732,No common name,Hesperomannia arbuscula,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,38776,11948.6 acres
726,No common name,Kadua degeneri,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,846014,9454.4 acres
728,No common name,Kadua parvula,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,515426,9454.4 acres
4487,No common name,Keysseria (=Lagenifera) erici,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,38781,14384.1 acres
8254,No common name,Keysseria (=Lagenifera) helenae,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,38782,14384.1 acres
572,No common name,Lobelia koolauensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,845375,25740.9 acres
965,No common name,Lobelia monostachya,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,503518,7747.3 acres
758,No common name,Lobelia niihauensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,196205,9454.4 acres
759,No common name,Lobelia oahuensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,503519,31408.4 acres
968,No common name,Lysimachia filifolia,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,24004,5241.9 acres
9956,No common name,Lysimachia iniki,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,836182,963.0 acres
1128,No common name,Lysimachia lydgatei,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,24010,7442.1 acres
1129,No common name,Lysimachia maxima,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,195806,13227.9 acres
9957,No common name,Lysimachia pendens,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,836171,963.0 acres
9958,No common name,Lysimachia scopulensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,836172,745.4 acres
5104,No common name,Lysimachia venosa,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,195809,963.0 acres
1226,No common name,Neraudia angulata,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,19174,10160.2 acres
581,No common name,Neraudia ovata,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,19179,7341.8 acres
779,No common name,Neraudia sericea,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,19180,47299.8 acres
2934,No common name,Phyllostegia bracteata,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196152,65241.1 acres
10230,No common name,Phyllostegia haliakalae,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,832855,48308.3 acres
589,No common name,Phyllostegia hirsuta,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,196163,39203.3 acres
7229,No common name,Phyllostegia hispida,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196164,17464.7 acres
1184,No common name,Phyllostegia kaalaensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,565402,9454.4 acres
1163,No common name,Phyllostegia mannii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196170,54110.7 acres
981,No common name,Phyllostegia mollis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,196171,93242.5 acres
591,No common name,Phyllostegia parviflora,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,196181,38989.2 acres
10231,No common name,Phyllostegia pilosa,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,832860,35020.9 acres
9960,No common name,Phyllostegia renovans,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,832862,19266.4 acres
1137,No common name,Phyllostegia velutina,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,504364,8973.0 acres
1138,No common name,Phyllostegia warshaueri,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,504365,8862.8 acres
4740,No common name,Pittosporum halophilum,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,24080,3849.0 acres
983,No common name,Platanthera holochila,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196422,30733.6 acres
8303,No common name,Platydesma cornuta cornuta,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,529719,25740.9 acres
7046,No common name,Platydesma cornuta decurrens,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,529720,9454.4 acres
7886,No common name,Polyscias bisattenuata,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,29402,7463.2 acres
9961,No common name,Polyscias flynnii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,822361,22143.7 acres
7367,No common name,Polyscias lydgatei,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,-1269,7747.3 acres
1146,No common name,Sanicula mariversa,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,202478,9454.4 acres
601,No common name,Sanicula purpurea,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,505005,1479.1 acres
2404,No common name,Schiedea attenuata,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,507732,745.4 acres
1066,No common name,Schiedea haleakalensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,20206,27818.6 acres
602,No common name,Schiedea hookeri,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,20209,41275.4 acres
10232,No common name,Schiedea jacobii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,823581,21140.5 acres
822,No common name,Schiedea kaalae,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,20211,38877.7 acres
10233,No common name,Schiedea laui,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,823603,5110.1 acres
1068,No common name,Schiedea lydgatei,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,20215,8770.3 acres
1148,No common name,Schiedea nuttallii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,20219,7747.3 acres
622,No common name,Schiedea obovata,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,823600,9454.4 acres
4030,No common name,Schiedea salicaria,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,20222,3897.9 acres
605,No common name,Schiedea sarmentosa,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,20223,8770.3 acres
623,No common name,Schiedea trinervis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,823599,7195.8 acres
606,No common name,Schiedea verticillata,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-05-22),Download,20225,185.1 acres
829,No common name,Silene alexandri,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,20145,8770.3 acres
1001,No common name,Silene hawaiiensis,Flowering Plants,Region 1,Threatened,Final,Federal Register (2003-07-02),Download,505230,6755.2 acres
830,No common name,Silene lanceolata,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,20148,8770.3 acres
1152,No common name,Silene perlmanii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,195408,9454.4 acres
1154,No common name,Spermolepis hawaiiensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,505318,30325.4 acres
1155,No common name,Stenogyne bifida,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,32834,27050.9 acres
839,No common name,Stenogyne kanehoana,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,32847,7747.3 acres
10234,No common name,Stenogyne kauaulaensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,832912,540.3 acres
2517,No common name,Stenogyne kealiae,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,32848,8527.8 acres
847,No common name,Tetramolopium filiforme,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,38828,1637.0 acres
848,No common name,Tetramolopium lepidotum ssp. lepidotum,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,202492,9454.4 acres
849,No common name,Tetramolopium remyi,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,38832,3897.9 acres
850,No common name,Tetramolopium rockii,Flowering Plants,Region 1,Threatened,Final,Federal Register (2016-03-30),Download,38833,3849.0 acres
1157,No common name,Trematolobelia singularis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,505567,31073.3 acres
3267,No common name,Varronia rupicola,Flowering Plants,Region 4,Threatened,Final,Federal Register (2014-09-09),,523159,
862,No common name,Vigna o-wahuensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,899036,15945.2 acres
866,No common name,Viola lanaiensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Not Prudent Determination,195692,N/A
867,No common name,Viola oahuensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,22189,31073.3 acres
4238,No common name,Wikstroemia villosa,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,27161,51661.0 acres
2758,Nohoanu,Geranium hanaense,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,502758,21140.5 acres
3653,Nohoanu,Geranium hillebrandii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,895178,2019.4 acres
4630,Nohoanu,Geranium kauaiense,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,502760,14384.1 acres
939,Nohoanu,Geranium multiflorum,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,29143,59931.0 acres
10223,"nui, haha",Cyanea horrida,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34707,34431.0 acres
693,Oha,Delissea subcordata,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,34764,7747.3 acres
999,Ohai,Sesbania tomentosa,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,505189,40461.9 acres
533,`Oha wai,Clermontia drepanomorpha,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,34634,4656.7 acres
671,`Oha wai,Clermontia lindseyana,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34647,10971.9 acres
1097,`Oha wai,Clermontia oblongifolia ssp. brevipes,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,523875,26235.0 acres
1098,`Oha wai,Clermontia oblongifolia ssp. mauiensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196207,40689.1 acres
672,`Oha wai,Clermontia peleana,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34658,16078.8 acres
673,`Oha wai,Clermontia pyrularia,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,34660,6715.4 acres
1188,`Oha wai,Clermontia samuelii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34664,37219.4 acres
851,`Ohe`ohe,Polyscias gymnocarpa,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,822364,38877.7 acres
1074,"Onion, Munz's",Allium munzii,Flowering Plants,Region 8,Endangered,Final,Federal Register (2013-04-16),Download,506825,80.3 acres
860,Opuhe,Urera kaalae,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,19206,33692.4 acres
582,"Orcutt grass, hairy",Orcuttia pilosa,Flowering Plants,Region 8,Endangered,Final,Federal Register (2005-08-11),Download,41973,79503.2 acres
787,"Orcutt grass, Sacramento",Orcuttia viscida,Flowering Plants,Region 8,Endangered,Final,Federal Register (2005-08-11),Download,504052,33266.4 acres
786,"Orcutt grass, San Joaquin",Orcuttia inaequalis,Flowering Plants,Region 8,Threatened,Final,Federal Register (2005-08-11),Download,504051,136090.9 acres
583,"Orcutt grass, slender",Orcuttia tenuis,Flowering Plants,Region 8,Threatened,Final,Federal Register (2005-08-11),Download,41974,94020.0 acres
522,"Owl's-clover, fleshy",Castilleja campestris ssp. succulenta,Flowering Plants,Region 8,Threatened,Final,Federal Register (2005-08-11),Download,524899,175717.0 acres
1134,"oxytheca, Cushenbury",Oxytheca parishii var. goodmaniana,Flowering Plants,Region 8,Endangered,Final,Federal Register (2002-12-24),Download,529318,1302.5 acres
6845,Pa`iniu,Astelia waialealae,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,43181,14384.1 acres
523,"Paintbrush, ash-grey",Castilleja cinerea,Flowering Plants,Region 8,Threatened,Final,Federal Register (2007-12-26),Download,33058,1513.5 acres
846,Pamakani,Tetramolopium capillare,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,38825,8478.9 acres
863,Pamakani,Viola chamissoniana ssp. chamissoniana,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,195689,9454.4 acres
3388,Papala,Charpentiera densiflora,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,20788,7463.2 acres
1010,"Penny-cress, Kneeland Prairie",Thlaspi californicum,Flowering Plants,Region 8,Endangered,Final,Federal Register (2002-10-09),Download,508155,66.7 acres
871,"Pennyroyal, Todsen's",Hedeoma todsenii,Flowering Plants,Region 2,Endangered,Final,Federal Register (1981-01-19),Download,32509,475.5 acres
586,"Pentachaeta, Lyon's",Pentachaeta lyonii,Flowering Plants,Region 8,Endangered,Final,Federal Register (2006-11-14),Download,504234,3092.2 acres
