Entity ID,Common Name,Scientific Name,Species Group,FWS Lead Region,FWS Listing Status,Critical Habitat Type,Federal Register Publication,Critical Habitat Shapefile,tsn,Acres and Miles
2810,"Peppergrass, Slickspot",Lepidium papilliferum,Flowering Plants,Region 1,Threatened,Proposed,Federal Register (2011-05-10),Download,503383,61293.2 acres
7220,"Phacelia, DeBeque",Phacelia submutica,Flowering Plants,Region 6,Threatened,Final,Federal Register (2012-08-13),Download,31601,24048.3 acres
727,pilo,Kadua laxiflora,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,35023,17637.0 acres
3387,Pilo kea lau li`i,Platydesma rostrata,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,28996,25752.4 acres
1171,"Piperia, Yadon's",Piperia yadonii,Flowering Plants,Region 8,Endangered,Final,Federal Register (2007-10-24),Download,507115,1748.5 acres
806,Po`e,Portulaca sclerocarpa,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,20437,757.0 acres
1267,"Polygonum, Scotts Valley",Polygonum hickmanii,Flowering Plants,Region 8,Endangered,Final,Federal Register (2003-04-08),Download,565425,278.2 acres
5956,Popolo,Cyanea solanacea,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34745,22814.2 acres
832,Popolo ku mai,Solanum incompletum,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,505266,18723.1 acres
2211,"Prickly-apple, aboriginal",Harrisia (=Cereus) aboriginum (=gracilis),Flowering Plants,Region 4,Endangered,Final,Federal Register (2016-01-22),,195400,
650,Pua `ala,Brighamia rockii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34624,9468.4 acres
1108,Pu`uka`a,Cyperus trachysanthos,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,39990,612.9 acres
827,"Ragwort, San Francisco Peaks",Packera franciscana,Flowering Plants,Region 2,Threatened,Final,Federal Register (1983-11-22),Download,565356,745.4 acres
6632,"Reedgrass, Hillegrand's",Calamagrostis hillebrandii,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,40568,1479.1 acres
815,"Remya, Maui",Remya mauiensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,38818,12536.2 acres
630,"Rock-cress, Braun's",Arabis perstellata,Flowering Plants,Region 4,Endangered,Final,Federal Register (2004-06-03),Download,22721,1052.0 acres
6672,"Rockcress, Georgia",Arabis georgiana,Flowering Plants,Region 4,Threatened,Final,Federal Register (2014-09-12),Download,22694,510.4 acres
6617,"Rose-mallow, Neches River",Hibiscus dasycalyx,Flowering Plants,Region 2,Threatened,Final,Federal Register (2013-09-11),Download,21627,120.7 acres
993,"Sandalwood, Lanai (=`iliahi)",Santalum haleakalae var. lanaiense,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,895619,53459.9 acres
506,"Sandwort, Bear Valley",Arenaria ursina,Flowering Plants,Region 8,Threatened,Final,Federal Register (2007-12-26),Download,20272,1214.7 acres
8181,"Seagrass, Johnson's",Halophila johnsonii,Flowering Plants,NOAA,Threatened,Final,Federal Register (2000-04-05),Download,502870,20902.6 acres
1189,"Sedge, golden",Carex lutea,Flowering Plants,Region 4,Endangered,Final,Federal Register (2011-03-01),Download,507766,139.0 acres
656,"Sedge, Navajo",Carex specuicola,Flowering Plants,Region 2,Threatened,Final,Federal Register (1985-05-08),Download,39811,0.1 acres
634,"Silversword, Mauna Loa (=Ka'u)",Argyroxiphium kauense,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,38728,35479.2 acres
4724,"Skyrocket, Pagosa",Ipomopsis polyantha,Flowering Plants,Region 6,Endangered,Final,Federal Register (2012-08-13),Download,31215,9427.5 acres
903,"Spineflower, Monterey",Chorizanthe pungens var. pungens,Flowering Plants,Region 8,Threatened,Final,Federal Register (2008-01-09),Download,527354,11148.3 acres
10290,"spineflower, Robust",Chorizanthe robusta var. robusta,Flowering Plants,Region 8,Endangered,Final,Federal Register (2002-05-28),Download,527356,414.1 acres
1378,"spineflower, Scotts Valley",Chorizanthe robusta var. hartwegii,Flowering Plants,Region 8,Endangered,Final,Federal Register (2002-05-29),Download,527355,278.2 acres
527,"Spurge, Hoover's",Chamaesyce hooveri,Flowering Plants,Region 8,Threatened,Final,Federal Register (2005-08-11),Download,501427,114942.0 acres
558,"Sunflower, Pecos (=puzzle, =paradox)",Helianthus paradoxus,Flowering Plants,Region 2,Threatened,Final,Federal Register (2008-04-01),Download,36670,1094.3 acres
1881,"Sunflower, whorled",Helianthus verticillatus,Flowering Plants,Region 4,Endangered,Final,Federal Register (2014-08-26),Download,36692,1524.3 acres
926,"Sunray, Ash Meadows",Enceliopsis nudicaulis var. corrugata,Flowering Plants,Region 8,Threatened,Final,Federal Register (1985-05-20),Download,196274,1800.4 acres
614,"Taraxacum, California",Taraxacum californicum,Flowering Plants,Region 8,Endangered,Final,Federal Register (2008-08-14),Download,36203,1701.1 acres
1119,"Tarplant, Gaviota",Deinandra increscens ssp. villosa,Flowering Plants,Region 8,Endangered,Final,Federal Register (2002-11-07),Download,780726,9932.1 acres
559,"Tarplant, Otay",Deinandra (=Hemizonia) conjugens,Flowering Plants,Region 8,Threatened,Final,Federal Register (2002-12-10),Download,780273,6490.1 acres
562,"Tarplant, Santa Cruz",Holocarpha macradenia,Flowering Plants,Region 8,Threatened,Final,Federal Register (2002-10-16),Download,37739,2753.8 acres
531,"Thistle, La Graciosa",Cirsium loncholepis,Flowering Plants,Region 8,Endangered,Final,Federal Register (2009-11-03),Download,36383,23672.2 acres
530,"Thistle, Suisun",Cirsium hydrophilum var. hydrophilum,Flowering Plants,Region 8,Endangered,Final,Federal Register (2007-04-12),Download,527372,2054.5 acres
496,"Thornmint, San Diego",Acanthomintha ilicifolia,Flowering Plants,Region 8,Threatened,Final,Federal Register (2008-08-26),Download,32426,1302.5 acres
8336,"Thoroughwort, Cape Sable",Chromolaena frustrata,Flowering Plants,Region 4,Endangered,Final,Federal Register (2014-01-08),Download,37032,10231.4 acres
858,"Tuctoria, Greene's",Tuctoria greenei,Flowering Plants,Region 8,Endangered,Final,Federal Register (2005-08-11),Download,202500,144757.4 acres
518,Uhi uhi,Mezoneuron kavaiense,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2012-10-17),Download,195912,12886.5 acres
712,"Wallflower, Contra Costa",Erysimum capitatum var. angustatum,Flowering Plants,Region 8,Endangered,Final,Federal Register (1978-08-31),Download,528069,315.2 acres
1030,"Water-umbel, Huachuca",Lilaeopsis schaffneriana var. recurva,Flowering Plants,Region 2,Endangered,Final,Federal Register (1999-07-12),Download,182174,689.4 acres
930,"wild buckwheat, clay-loving",Eriogonum pelinophilum,Flowering Plants,Region 6,Endangered,Final,Federal Register (1984-07-13),Download,21219,104.8 acres
709,"Wild-buckwheat, gypsum",Eriogonum gypsophilum,Flowering Plants,Region 2,Threatened,Final,Federal Register (1981-01-19),Download,21146,558.1 acres
548,"Wild-buckwheat, southern mountain",Eriogonum kennedyi var. austromontanum,Flowering Plants,Region 8,Threatened,Final,Federal Register (2007-12-26),Download,528003,789.1 acres
3084,"wild coffee, Oahu (=kopiko)",Psychotria hexandra ssp. oahuensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,35103,31073.3 acres
870,"Wild-rice, Texas",Zizania texana,Flowering Plants,Region 2,Endangered,Final,Federal Register (1980-07-14),Download,41321,119.3 acres
840,"Wire-lettuce, Malheur",Stephanomeria malheurensis,Flowering Plants,Region 1,Endangered,Final,Federal Register (1982-11-10),Download,196298,109.6 acres
1174,"Yellowhead, desert",Yermo xanthocephalus,Flowering Plants,Region 6,Threatened,Final,Federal Register (2004-03-16),Download,507242,356.4 acres
546,"Yerba santa, Lompoc",Eriodictyon capitatum,Flowering Plants,Region 8,Endangered,Final,Federal Register (2002-11-07),Download,31366,6347.0 acres
8503,"Beetle, Casey's June",Dinacoma caseyi,Insects,Region 8,Endangered,Final,Federal Register (2011-09-22),Download,-861,678.9 acres
454,"Beetle, Comal Springs dryopid",Stygoparnus comalensis,Insects,Region 2,Endangered,Final,Federal Register (2013-10-23),Download,193697,75.6 acres
453,"Beetle, Comal Springs riffle",Heterelmis comalensis,Insects,Region 2,Endangered,Final,Federal Register (2013-10-23),Download,193733,28.2 acres
435,"Beetle, delta green ground",Elaphrus viridis,Insects,Region 8,Threatened,Final,Federal Register (1980-08-08),Download,109570,969.4 acres
460,"Beetle, Helotes mold",Batrisodes venyivi,Insects,Region 2,Endangered,Final,Federal Register (2012-02-14),Download,691442,546.7 acres
461,"Beetle, [no common name]",Rhadine exilis,Insects,Region 2,Endangered,Final,Federal Register (2012-02-14),Download,-92,1938.5 acres
459,"Beetle, [no common name]",Rhadine infernalis,Insects,Region 2,Endangered,Final,Federal Register (2012-02-14),Download,-979,2331.7 acres
436,"Beetle, valley elderberry longhorn",Desmocerus californicus dimorphus,Insects,Region 8,Threatened,Final,Federal Register (1980-08-08),Download,201258,478.8 acres
5067,"Butterfly, Bartram's hairstreak",Strymon acis bartrami,Insects,Region 4,Endangered,Final,Federal Register (2014-08-12),,778794,
438,"Butterfly, bay checkerspot",Euphydryas editha bayensis,Insects,Region 8,Threatened,Final,Federal Register (2008-08-26),Download,201292,17759.1 acres
450,"Butterfly, Fender's blue",Icaricia icarioides fenderi,Insects,Region 1,Endangered,Final,Federal Register (2006-10-31),Download,779712,2885.0 acres
8083,"Butterfly, Florida leafwing",Anaea troglodyta floridalis,Insects,Region 4,Endangered,Final,Federal Register (2014-08-12),,779461,
9001,"Butterfly, Mount Charleston blue",Icaricia (Plebejus) shasta charlestonensis,Insects,Region 8,Endangered,Final,Federal Register (2015-06-30),Download,-1266,5270.3 acres
431,"Butterfly, Oregon silverspot",Speyeria zerene hippolyta,Insects,Region 1,Threatened,Final,Federal Register (1980-07-02),Download,201287,361.4 acres
432,"Butterfly, Palos Verdes blue",Glaucopsyche lygdamus palosverdesensis,Insects,Region 8,Endangered,Final,Federal Register (1980-07-02),Download,201264,74.7 acres
426,"Butterfly, Quino checkerspot",Euphydryas editha quino (=E. e. wrighti),Insects,Region 8,Endangered,Final,Federal Register (2009-06-17),Download,779299,61973.8 acres
7495,"Checkerspot, Taylor's (=whulge)",Euphydryas editha taylori,Insects,Region 1,Endangered,Final,Federal Register (2013-10-03),Download,201295,1633.7 acres
1361,"Damselfly, blackline Hawaiian",Megalagrion nigrohamatum nigrolineatum,Insects,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,722170,31073.3 acres
4326,"Damselfly, crimson Hawaiian",Megalagrion leptodemas,Insects,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,722005,31073.3 acres
6231,"Damselfly, oceanic Hawaiian",Megalagrion oceanicum,Insects,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,722011,38877.7 acres
445,"Dragonfly, Hine's emerald",Somatochlora hineana,Insects,Region 3,Endangered,Final,Federal Register (2010-04-23),Download,101968,25890.5 acres
1248,"fly, Hawaiian picture-wing",Drosophila aglaia,Insects,Region 1,Endangered,Final,Federal Register (2008-12-04),Download,146380,295.2 acres
1259,"fly, Hawaiian picture-wing",Drosophila differens,Insects,Region 1,Endangered,Final,Federal Register (2008-12-04),Download,-1020,988.2 acres
1257,"fly, Hawaiian picture-wing",Drosophila hemipeza,Insects,Region 1,Endangered,Final,Federal Register (2008-12-04),Download,-811,933.3 acres
1249,"fly, Hawaiian picture-wing",Drosophila heteroneura,Insects,Region 1,Endangered,Final,Federal Register (2008-12-04),Download,-781,4571.8 acres
1251,"fly, Hawaiian picture-wing",Drosophila mulli,Insects,Region 1,Threatened,Final,Federal Register (2008-12-04),Download,-760,691.4 acres
1252,"fly, Hawaiian picture-wing",Drosophila musaphilia,Insects,Region 1,Endangered,Final,Federal Register (2008-12-04),Download,146515,793.6 acres
1254,"fly, Hawaiian picture-wing",Drosophila obatai,Insects,Region 1,Endangered,Final,Federal Register (2008-12-04),Download,-872,109.5 acres
1258,"fly, Hawaiian picture-wing",Drosophila ochrobasis,Insects,Region 1,Endangered,Final,Federal Register (2008-12-04),Download,-832,438.0 acres
1255,"fly, Hawaiian picture-wing",Drosophila substenoptera,Insects,Region 1,Endangered,Final,Federal Register (2008-12-04),Download,-460,324.0 acres
1256,"fly, Hawaiian picture-wing",Drosophila tarphytrichia,Insects,Region 1,Endangered,Final,Federal Register (2008-12-04),Download,146579,821.8 acres
7261,"Fly, Hawaiian picture-wing",Drosophila sharpi,Insects,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,146570,17261.3 acres
458,"Grasshopper, Zayante band-winged",Trimerotropis infantilis,Insects,Region 8,Endangered,Final,Federal Register (2001-02-07),Download,658800,11151.5 acres
446,"Moth, Blackburn's sphinx",Manduca blackburni,Insects,Region 1,Endangered,Final,Federal Register (2003-06-10),Download,-840,3172.1 acres
439,"Naucorid, Ash Meadows",Ambrysus amargosus,Insects,Region 8,Threatened,Final,Federal Register (1985-05-20),Download,103618,0.3 acres
1250,"picture-wing fly, Hawaiian",Drosophila montgomeryi,Insects,Region 1,Endangered,Final,Federal Register (2008-12-04),Download,-45,821.8 acres
1253,"picture-wing fly, Hawaiian",Drosophila neoclavisetae,Insects,Region 1,Endangered,Final,Federal Register (2008-12-04),Download,-689,137.2 acres
3412,"Skipper, Dakota",Hesperia dacotae,Insects,Region 3,Threatened,Final,Federal Register (2015-10-01),Download,706618,19976.5 acres
451,"Skipper, Laguna Mountains",Pyrgus ruralis lagunae,Insects,Region 8,Endangered,Final,Federal Register (2006-12-12),Download,707413,6250.7 acres
10147,"skipperling, Poweshiek",Oarisma poweshiek,Insects,Region 3,Endangered,Final,Federal Register (2015-10-01),Download,706688,25933.8 acres
4910,"Tiger beetle, Salt Creek",Cicindela nevadica lincolniana,Insects,Region 6,Endangered,Final,Federal Register (2014-05-06),Download,697848,852.3 acres
1,"Bat, Indiana",Myotis sodalis,Mammals,Region 3,Endangered,Final,Federal Register (1977-09-22),Download,180001,9763890.9 acres
8962,"Bat, Mariana fruit (=Mariana flying fox)",Pteropus mariannus mariannus,Mammals,Region 1,Threatened,Final,Federal Register (2004-10-28),Download,-257,363.4 acres
27,"Bat, Virginia big-eared",Corynorhinus (=Plecotus) townsendii virginianus,Mammals,Region 5,Endangered,Final,Federal Register (1979-11-30),Download,203454,1150.2 acres
33,"Caribou, woodland",Rangifer tarandus caribou,Mammals,Region 1,Endangered,Final,Federal Register (2012-11-28),Download,202411,29578.9 acres
1237,"Fox, Santa Catalina Island",Urocyon littoralis catalinae,Mammals,Region 8,Threatened,Final,Federal Register (2005-11-09),No critical habitat designated due to exemption and/or exclusion.  See Federal Register publication for details.,726904,0 Acres or Miles
18,Jaguar,Panthera onca,Mammals,Region 2,Endangered,Final,Federal Register (2014-03-05),Download,180593,756339.1 acres
37,"Kangaroo rat, Fresno",Dipodomys nitratoides exilis,Mammals,Region 8,Endangered,Final,Federal Register (1985-01-30),Download,202362,911.7 acres
16,"Kangaroo rat, Morro Bay",Dipodomys heermanni morroensis,Mammals,Region 8,Endangered,Final,Federal Register (1977-09-22),Download,202360,675.4 acres
63,"Kangaroo rat, San Bernardino Merriam's",Dipodomys merriami parvus,Mammals,Region 8,Endangered,Final,Federal Register (2002-04-23),Download,625244,33350.7 acres
24,"Lynx, Canada",Lynx canadensis,Mammals,Region 6,Threatened,Final,Federal Register (2014-09-12),Download,180585,26191537.7 acres
7,"Manatee, West Indian",Trichechus manatus,Mammals,Region 4,Threatened,Final,Federal Register (1977-09-22),Download,180684,1233515.0 acres
41,"Mouse, Alabama beach",Peromyscus polionotus ammobates,Mammals,Region 4,Endangered,Final,Federal Register (2007-01-30),Download,202367,865.7 acres
34,"Mouse, Choctawhatchee beach",Peromyscus polionotus allophrys,Mammals,Region 4,Endangered,Final,Federal Register (2006-10-12),Download,202369,2396.1 acres
5210,"Mouse, New Mexico meadow jumping",Zapus hudsonius luteus,Mammals,Region 2,Endangered,Final,Federal Register (2016-03-16),Download,609782,12415.8 acres
35,"Mouse, Perdido Key beach",Peromyscus polionotus trissyllepsis,Mammals,Region 4,Endangered,Final,Federal Register (2006-10-12),Download,202370,1237.6 acres
52,"Mouse, Preble's meadow jumping",Zapus hudsonius preblei,Mammals,Region 6,Threatened,Final,Federal Register (2010-12-15),Download,609781,31615.0 acres
54,"Mouse, St. Andrew beach",Peromyscus polionotus peninsularis,Mammals,Region 4,Endangered,Final,Federal Register (2006-10-12),Download,203502,2137.4 acres
5232,"Otter, Northern Sea",Enhydra lutris kenyoni,Mammals,Region 7,Threatened,Final,Federal Register (2009-10-08),Download,622038,3805530.6 acres
8683,"Pocket gopher, Olympia",Thomomys mazama pugetensis,Mammals,Region 1,Threatened,Final,Federal Register (2014-04-09),Download,900463,658.1 acres
3194,"Pocket gopher, Roy Prairie",Thomomys mazama glacialis,Mammals,Region 1,Threatened,Final,Federal Register (2014-04-09),No critical habitat designated due to exemption and/or exclusion.  See Federal Register publication for details.,900454,0 Acres or Miles
8684,"Pocket gopher, Tenino",Thomomys mazama tumuli,Mammals,Region 1,Threatened,Final,Federal Register (2014-04-09),Download,900465,421.3 acres
8685,"Pocket gopher, Yelm",Thomomys mazama yelmensis,Mammals,Region 1,Threatened,Final,Federal Register (2014-04-09),Download,900466,518.5 acres
29,Rice rat,Oryzomys palustris natator,Mammals,Region 4,Endangered,Final,Federal Register (1993-08-31),Download,202379,9924.6 acres
2891,"Seal, Hawaiian monk",Monachus schauinslandi,Mammals,NOAA,Endangered,Final,Federal Register (2015-08-21),Download,180661,1576422.5 acres
7115,"Sea lion, Steller",Eumetopias jubatus,Mammals,NOAA,Endangered,Final,Federal Register (1999-03-23),Download,180625,111034928.0 acres
56,"Sheep, Peninsular bighorn",Ovis canadensis nelsoni,Mammals,Region 8,Endangered,Final,Federal Register (2009-04-14),Download,898805,376082.6 acres
57,"Sheep, Sierra Nevada bighorn",Ovis canadensis sierrae,Mammals,Region 8,Endangered,Final,Federal Register (2008-08-05),Download,898931,417684.8 acres
58,"Shrew, Buena Vista Lake ornate",Sorex ornatus relictus,Mammals,Region 8,Endangered,Final,Federal Register (2013-07-02),Download,633864,2426.7 acres
43,"Squirrel, Mount Graham red",Tamiasciurus hudsonicus grahamensis,Mammals,Region 2,Endangered,Final,Federal Register (1990-01-05),Download,202353,1854.0 acres
28,"Vole, Amargosa",Microtus californicus scirpensis,Mammals,Region 8,Endangered,Final,Federal Register (1984-11-15),Download,202375,4491.8 acres
9126,"Whale, killer",Orcinus orca,Mammals,NOAA,Endangered,Final,Federal Register (2006-11-29),Download,180469,2024416.8 acres
2510,"Whale, North Atlantic Right",Eubalaena glacialis,Mammals,NOAA,Endangered,Final,Federal Register (2008-04-08),Download,180537,3958073.2 acres
11,"Wolf, gray",Canis lupus,Mammals,Region 6,Endangered,Final,Federal Register (1978-03-09),,180596,
12,"Wolf, gray",Canis lupus,Mammals,Region 3,Threatened,Final,Federal Register (1978-03-09),Download,180596,5780370.5 acres
162,"Anole, Culebra Island giant",Anolis roosevelti,Reptiles,Region 4,Endangered,Final,Federal Register (1977-09-22),Download,202133,999.3 acres
164,"Boa, Mona",Epicrates monensis monensis,Reptiles,Region 4,Threatened,Final,Federal Register (1978-02-03),Download,202182,13973.2 acres
176,"Crocodile, American",Crocodylus acutus,Reptiles,Region 4,Threatened,Final,Federal Register (1977-09-22),Download,174361,781696.5 acres
3271,"gartersnake, narrow-headed",Thamnophis rufipunctatus,Reptiles,Region 2,Threatened,Proposed,Federal Register (2013-07-10),Download,174148,190157.2 acres
1783,"gartersnake, northern Mexican",Thamnophis eques megalops,Reptiles,Region 2,Threatened,Proposed,Federal Register (2013-07-10),Download,209125,407823.3 acres
177,"Gecko, Monito",Sphaerodactylus micropithecus,Reptiles,Region 4,Endangered,Final,Federal Register (1982-10-15),Download,174080,21.5 acres
165,"Iguana, Mona ground",Cyclura stejnegeri,Reptiles,Region 4,Threatened,Final,Federal Register (1978-02-03),Download,202150,13973.2 acres
175,"Lizard, Coachella Valley fringe-toed",Uma inornata,Reptiles,Region 8,Threatened,Final,Federal Register (1980-09-25),Download,173948,11800.1 acres
163,"Lizard, St. Croix ground",Ameiva polops,Reptiles,Region 4,Endangered,Final,Federal Register (1977-09-22),Download,174030,21.0 acres
166,"Rattlesnake, New Mexican ridge-nosed",Crotalus willardi obscurus,Reptiles,Region 2,Threatened,Final,Federal Register (1978-08-04),Download,202178,2918.6 acres
153,"Sea turtle, hawksbill",Eretmochelys imbricata,Reptiles,Region 4,Endangered,Final,Federal Register (1999-03-23),Download,173836,90061.4 acres
154,"Sea turtle, leatherback",Dermochelys coriacea,Reptiles,Region 4,Endangered,Final,Federal Register (1999-03-23),Download,173843,15654.4 acres
9707,"Sea turtle, loggerhead",Caretta caretta,Reptiles,Region 4,Threatened,Final,Federal Register (2014-07-10),Download,173830,707.5 miles
185,"Tortoise, desert",Gopherus agassizii,Reptiles,Region 8,Threatened,Final,Federal Register (1994-02-08),Download,173856,6454134.0 acres
170,"Turtle, Plymouth Redbelly",Pseudemys rubriventris bangsi,Reptiles,Region 5,Endangered,Final,Federal Register (1980-04-02),Download,202090,3849.8 acres
183,"Whipsnake (=striped racer), Alameda",Masticophis lateralis euryxanthus,Reptiles,Region 8,Threatened,Final,Federal Register (2000-10-03),Download,209331,155857.9 acres
406,"Cavesnail, Tumbling Creek",Antrobia culveri,Snails,Region 3,Endangered,Final,Federal Register (2011-06-28),Download,70671,37.3 acres
3364,"Hornsnail, rough",Pleurocera foremani,Snails,Region 4,Endangered,Final,Federal Register (2010-11-02),Download,71557,22.2 miles
2561,"Rocksnail, interrupted (=Georgia)",Leptoxis foremani,Snails,Region 4,Endangered,Final,Federal Register (2010-11-02),Download,71650,64.9 miles
1989,"Snail, Lanai tree",Partulina semicarinata,Snails,Region 1,Endangered,Final,Federal Register (2016-03-30),0 Acres or Miles Designated,-886,0 Acres or Miles
3385,"Snail, Lanai tree",Partulina variabilis,Snails,Region 1,Endangered,Final,Federal Register (2016-03-30),0 Acres or Miles Designated,-24,0 Acres or Miles
387,"Snail, Morro shoulderband (=Banded dune)",Helminthoglypta walkeriana,Snails,Region 8,Endangered,Final,Federal Register (2001-02-07),Download,77783,2557.3 acres
418,"Snail, Newcomb's",Erinna newcombi,Snails,Region 1,Threatened,Final,Federal Register (2002-08-20),Download,-1,4411.8 acres
1245,"Snail, Pecos assiminea",Assiminea pecos,Snails,Region 2,Endangered,Final,Federal Register (2011-06-07),Download,567248,459.1 acres
4162,"Springsnail, Chupadera",Pyrgulopsis chupaderae,Snails,Region 2,Endangered,Final,Federal Register (2012-07-12),Download,568194,0.3 acres
1247,"Springsnail, Koster's",Juturnia kosteri,Snails,Region 2,Endangered,Final,Federal Register (2011-06-07),Download,-637,61.0 acres
4479,"Springsnail, Phantom",Pyrgulopsis texana,Snails,Region 2,Endangered,Final,Federal Register (2013-07-09),Download,-1177,19.2 acres
1246,"Springsnail, Roswell",Pyrgulopsis roswellensis,Snails,Region 2,Endangered,Final,Federal Register (2011-06-07),Download,568233,61.0 acres
1380,"springsnail, San Bernardino",Pyrgulopsis bernardina,Snails,Region 2,Threatened,Final,Federal Register (2012-04-17),Download,568188,0.5 acres
4766,"Springsnail, Three Forks",Pyrgulopsis trivialis,Snails,Region 2,Endangered,Final,Federal Register (2012-04-17),Download,568240,26.3 acres
3876,"Tree snail, Newcomb's",Newcombia cumingi,Snails,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,-51,65.1 acres
4437,"Tryonia, Diamond",Pseudotryonia adamantina,Snails,Region 2,Endangered,Final,Federal Register (2013-07-09),Download,-1178,463.0 acres
5362,"Tryonia, Gonzales",Tryonia circumstriata (=stocktonensis),Snails,Region 2,Endangered,Final,Federal Register (2013-07-09),Download,568402,463.0 acres
6138,"Tryonia, Phantom",Tryonia cheatumi,Snails,Region 2,Endangered,Final,Federal Register (2013-07-09),Download,70601,19.2 acres
"Salmon, Atlantic",2009,,,,,,,,,
"Sturgeon, Atlantic",2016,,,,,,,,,
Bocaccio,2014,Puget Sound/ Georgia Basin DPS,,,,,,,,
Chinook Salmon,1993,,,,,,,,,
,2005,California Coastal,,,,,,,,
,2005,Central Valley Spring Run,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Chum Salmon,2005,,,,,,,,,
Coho Salmon,1999,,,,,,,,,
Coho Salmon ,2016,Lower Columbia River ESU,,,,,,,,
Eulachon,2011,Southern DPS,,,,,,,,
"Sturgeon, green",2009,Southern DPS,,,,,,,,
"Sturgeon, gulf",2003,,,,,,,,,
Sockeye Salmon,1993,,,,,,,,,
Sockeye Salmon,,,,,,,,,,
"Sawfish, smalltooth",2009,,,,,,,,,
Steelhead,2000,Oncorhynchus (=Salmo) mykiss,,,,,,,,
Steelhead,2005,Northern California,,,,,,,,
Steelhead,2005,Central California Coastal,,,,,,,,
Steelhead,2000,Oncorhynchus (=Salmo) mykiss,,,,,,,,
Steelhead,2005,Southern California,,,,,,,,
Steelhead,2000,Oncorhynchus (=Salmo) mykiss,,,,,,,,
Steelhead,2005,Central Valley,,,,,,,,
Steelhead,2000,Oncorhynchus (=Salmo) mykiss,,,,,,,,
Steelhead,2005,Oncorhynchus (=Salmo) mykiss,,,,,,,,
Steelhead,2000,Oncorhynchus (=Salmo) mykiss,,,,,,,,
Steelhead,2016,Puget Sound DPS,,,,,,,,
"rockfish, yelloweye",2014,Puget Sound/ Georgia Basin DPS,,,,,,,,
"Abalone, black",2011,,,,,,,,,
"Coral, elkhorn",2008,,,,,,,,,
"Coral, staghorn",2008,,,,,,,,,
"Seagrass, Johnson's",2000,,,,,,,,,
"Turtle, green sea",1998,,,,,,,,,
"Turtle, hawksbill",1998,,,,,,,,,
"Turtle, leatherback",1979,U.S. Virgin Islands,,,,,,,,
"Turtle, leatherback",2012,US West coast,,,,,,,,
"Turtle, loggerhead",2014,Northwest Atlantic,,,,,,,,
"Whale, beluga",2011,Cook Inlet,,,,,,,,
"Seal, Hawaiian monk",1986,,,,,,,,,
"Whale, killer",2006,Southern resident,,,,,,,,
"Whale, North Atlantic Right",1994,Northeast,,,,,,,,
"Whale, North Atlantic Right",2016,Southeast,,,,,,,,
"Whale, North Pacific right",2006,,,,,,,,,
"Seal, ringed",2014,,,,,,,,,
"Sea lion, Steller",1993,Alaska,,,,,,,,
"Sea lion, Steller",1993,California-Oregon,,,,,,,,
"rockfish, canary",2016,,,,,,,,,
