NMFS.Tracking.Number,NMFS.Final.Determination..Species.,NMFS.Final.Determination..Critical.Habitat.,Common.Name,Population.Name,count,,NMFS.Tracking.Number,count
,,,,,,12589,NWR-1999-98,1
,,,,,,12590,NWR-2000-1447,1
,,,,,,12591,NWR-2000-1448,1
,,,,,,12592,NWR-2000-1465,1
,,,,,,12593,NWR-2000-254,1
,,,,,,12594,NWR-2000-382,1
,,,,,,12595,NWR-2000-643,1
,,,,,,12596,NWR-2000-683,1
,,,,,,12597,NWR-2001-1058,1
,,,,,,12598,NWR-2001-1107,1
,,,,,,12599,NWR-2001-1145,1
,,,,,,12600,NWR-2001-1202,1
,,,,,,12601,NWR-2001-1313,1
,,,,,,12602,NWR-2001-1339,1
,,,,,,12603,NWR-2001-1354,1
,,,,,,12604,NWR-2001-1355,1
,,,,,,12605,NWR-2001-1360,1
,,,,,,12606,NWR-2001-1361,1
,,,,,,12607,NWR-2001-1362,1
,,,,,,12608,NWR-2001-1371,1
,,,,,,12609,NWR-2001-1422,1
,,,,,,12610,NWR-2001-1439,1
,,,,,,12611,NWR-2001-1440,1
,,,,,,12612,NWR-2001-1441,1
,,,,,,12613,NWR-2001-1442,1
,,,,,,12614,NWR-2001-1443,1
,,,,,,12615,NWR-2001-1451,1
,,,,,,12616,NWR-2001-1459,1
,,,,,,12617,NWR-2001-1461,1
,,,,,,12618,NWR-2001-1462,1
,,,,,,12619,NWR-2001-1475,1
,,,,,,12620,NWR-2001-1476,1
,,,,,,12621,NWR-2001-158,1
,,,,,,12622,NWR-2001-2044,1
,,,,,,12623,NWR-2001-2066,1
,,,,,,12624,NWR-2001-223,1
,,,,,,12625,NWR-2001-807,1
,,,,,,12626,NWR-2002-1030,1
,,,,,,12627,NWR-2002-1035,1
,,,,,,12628,NWR-2002-1118,1
,,,,,,12629,NWR-2002-1120,1
,,,,,,12630,NWR-2002-1147,1
,,,,,,12631,NWR-2002-1211,1
,,,,,,12632,NWR-2002-1275,1
,,,,,,12633,NWR-2002-1276,1
,,,,,,12634,NWR-2002-1278,1
,,,,,,12635,NWR-2002-1280,1
,,,,,,12636,NWR-2002-1281,1
,,,,,,12637,NWR-2002-1286,1
,,,,,,12638,NWR-2002-1287,1
,,,,,,12639,NWR-2002-1289,1
,,,,,,12640,NWR-2002-1290,1
,,,,,,12641,NWR-2002-1291,1
,,,,,,12642,NWR-2002-1413,1
,,,,,,12643,NWR-2002-1458,1
,,,,,,12644,NWR-2002-1467,1
,,,,,,12645,NWR-2002-1478,1
,,,,,,12646,NWR-2002-161,1
,,,,,,12647,NWR-2002-1871,1
,,,,,,12648,NWR-2002-189,1
,,,,,,12649,NWR-2002-1931,1
,,,,,,12650,NWR-2002-1941,1
,,,,,,12651,NWR-2002-1951,1
,,,,,,12652,NWR-2002-287,1
,,,,,,12653,NWR-2002-310,1
,,,,,,12654,NWR-2002-360,1
,,,,,,12655,NWR-2002-613,1
,,,,,,12656,NWR-2002-615,1
,,,,,,12657,NWR-2002-616,1
,,,,,,12658,NWR-2002-617,1
,,,,,,12659,NWR-2002-618,1
,,,,,,12660,NWR-2002-619,1
,,,,,,12661,NWR-2002-634,1
,,,,,,12662,NWR-2002-669,1
,,,,,,12663,NWR-2002-672,1
,,,,,,12664,NWR-2002-674,1
,,,,,,12665,NWR-2002-675,1
,,,,,,12666,NWR-2002-677,1
,,,,,,12667,NWR-2002-679,1
,,,,,,12668,NWR-2002-682,1
,,,,,,12669,NWR-2002-684,1
,,,,,,12670,NWR-2002-694,1
,,,,,,12671,NWR-2002-695,1
,,,,,,12672,NWR-2002-696,1
,,,,,,12673,NWR-2002-697,1
,,,,,,12674,NWR-2002-698,1
,,,,,,12675,NWR-2002-702,1
,,,,,,12676,NWR-2002-704,1
,,,,,,12677,NWR-2002-706,1
,,,,,,12678,NWR-2002-707,1
,,,,,,12679,NWR-2002-708,1
,,,,,,12680,NWR-2002-709,1
,,,,,,12681,NWR-2002-711,1
,,,,,,12682,NWR-2002-712,1
,,,,,,12683,NWR-2002-716,1
,,,,,,12684,NWR-2002-725,1
,,,,,,12685,NWR-2002-776,1
,,,,,,12686,NWR-2002-781,1
,,,,,,12687,NWR-2002-843,1
,,,,,,12688,NWR-2002-844,1
,,,,,,12689,NWR-2002-848,1
,,,,,,12690,NWR-2002-858,1
,,,,,,12691,NWR-2002-860,1
,,,,,,12692,NWR-2002-862,1
,,,,,,12693,NWR-2002-863,1
,,,,,,12694,NWR-2002-864,1
,,,,,,12695,NWR-2002-865,1
,,,,,,12696,NWR-2002-866,1
,,,,,,12697,NWR-2002-867,1
,,,,,,12698,NWR-2002-868,1
,,,,,,12699,NWR-2002-869,1
,,,,,,12700,NWR-2002-870,1
,,,,,,12701,NWR-2002-871,1
,,,,,,12702,NWR-2002-873,1
,,,,,,12703,NWR-2002-881,1
,,,,,,12704,NWR-2002-929,1
,,,,,,12705,NWR-2002-954,1
,,,,,,12706,NWR-2002-958,1
,,,,,,12707,NWR-2002-959,1
,,,,,,12708,NWR-2002-982,1
,,,,,,12709,NWR-2002-991,1
,,,,,,12710,NWR-2003-1089,1
,,,,,,12711,NWR-2003-1386,1
,,,,,,12712,NWR-2003-1422,1
,,,,,,12713,NWR-2003-1428,1
,,,,,,12714,NWR-2003-156,1
,,,,,,12715,NWR-2003-1647,1
,,,,,,12716,NWR-2003-21,1
,,,,,,12717,NWR-2003-216,1
,,,,,,12718,NWR-2003-22,1
,,,,,,12719,NWR-2003-23,1
,,,,,,12720,NWR-2003-24,1
,,,,,,12721,NWR-2003-253,1
,,,,,,12722,NWR-2003-29,1
,,,,,,12723,NWR-2003-30,1
,,,,,,12724,NWR-2003-320,1
,,,,,,12725,NWR-2003-366,1
,,,,,,12726,NWR-2003-368,1
,,,,,,12727,NWR-2003-405,1
,,,,,,12728,NWR-2003-524,1
,,,,,,12729,NWR-2003-525,1
,,,,,,12730,NWR-2003-637,1
,,,,,,12731,NWR-2003-82,1
,,,,,,12732,NWR-2004-1584,1
,,,,,,12733,NWR-2004-2,1
,,,,,,12734,NWR-2004-228,1
,,,,,,12735,NWR-2004-980,1
,,,,,,12736,NWR-2005-3797,1
,,,,,,12737,NWR-2005-3798,1
,,,,,,12738,NWR-2005-3804,1
,,,,,,12739,NWR-2005-3805,1
,,,,,,12740,NWR-2005-3806,1
,,,,,,12741,NWR-2005-3807,1
,,,,,,12742,NWR-2005-3918,1
,,,,,,12743,NWR-2005-404,1
,,,,,,12744,NWR-2005-4063,1
,,,,,,12745,NWR-2005-4096,1
,,,,,,12746,NWR-2005-4136,1
,,,,,,12747,NWR-2005-416,1
,,,,,,12748,NWR-2005-4321,1
,,,,,,12749,NWR-2005-5896,1
,,,,,,12750,NWR-2005-59,1
,,,,,,12751,NWR-2006-1380,1
,,,,,,12752,NWR-2006-4294,1
,,,,,,12753,NWR-2007-2081,1
,,,,,,12754,NWR-2007-2084,1
,,,,,,12755,NWR-2007-5073,1
,,,,,,12756,NWR-2007-9115,1
,,,,,,12757,NWR-2007-968,1
,,,,,,12758,NWR-2008-4405,1
,,,,,,12759,NWR-2008-4560,1
,,,,,,12760,NWR-2008-5108,1
,,,,,,12761,NWR-2008-5875,1
,,,,,,12762,NWR-2008-7161,1
,,,,,,12763,NWR-2009-1961,1
,,,,,,12764,NWR-2009-2222,1
,,,,,,12765,NWR-2009-3884,1
,,,,,,12766,NWR-2009-3897,1
,,,,,,12767,NWR-2009-4709,1
,,,,,,12768,NWR-2009-5540,1
,,,,,,12769,NWR-2009-5610,1
,,,,,,12770,NWR-2009-5884,1
,,,,,,12771,NWR-2009-6362,1
,,,,,,12772,NWR-2009-6363,1
,,,,,,12773,NWR-2009-6364,1
,,,,,,12774,NWR-2009-6365,1
,,,,,,12775,NWR-2009-6366,1
,,,,,,12776,NWR-2009-6367,1
,,,,,,12777,NWR-2009-6525,1
,,,,,,12778,NWR-2009-6531,1
,,,,,,12779,NWR-2009-6624,1
,,,,,,12780,NWR-2009-6756,1
,,,,,,12781,NWR-2010-1472,1
,,,,,,12782,NWR-2010-1479,1
,,,,,,12783,NWR-2010-1481,1
,,,,,,12784,NWR-2010-1494,1
,,,,,,12785,NWR-2010-1685,1
,,,,,,12786,NWR-2010-1722,1
,,,,,,12787,NWR-2010-1724,1
,,,,,,12788,NWR-2010-1908,1
,,,,,,12789,NWR-2010-1971,1
,,,,,,12790,NWR-2010-2048,1
,,,,,,12791,NWR-2010-2816,1
,,,,,,12792,NWR-2010-2885,1
,,,,,,12793,NWR-2010-3442,1
,,,,,,12794,NWR-2010-3498,1
,,,,,,12795,NWR-2010-358,1
,,,,,,12796,NWR-2010-3679,1
,,,,,,12797,NWR-2010-4057,1
,,,,,,12798,NWR-2010-4448,1
,,,,,,12799,NWR-2010-4956,1
,,,,,,12800,NWR-2010-4977,1
,,,,,,12801,NWR-2010-5166,1
,,,,,,12802,NWR-2010-5358,1
,,,,,,12803,NWR-2010-5544,1
,,,,,,12804,NWR-2010-5796,1
,,,,,,12805,NWR-2010-5801,1
,,,,,,12806,NWR-2010-5981,1
,,,,,,12807,NWR-2010-947,1
,,,,,,12808,NWR-2010-95,1
,,,,,,12809,NWR-2011-1541,1
,,,,,,12810,NWR-2011-175,1
,,,,,,12811,NWR-2011-2182,1
,,,,,,12812,NWR-2011-2186,1
,,,,,,12813,NWR-2011-2367,1
,,,,,,12814,NWR-2011-2422,1
,,,,,,12815,NWR-2011-2440,1
,,,,,,12816,NWR-2011-2465,1
,,,,,,12817,NWR-2011-2758,1
,,,,,,12818,NWR-2011-3254,1
,,,,,,12819,NWR-2011-3450,1
,,,,,,12820,NWR-2011-3622,1
,,,,,,12821,NWR-2011-3645,1
,,,,,,12822,NWR-2011-3718,1
,,,,,,12823,NWR-2011-3750,1
,,,,,,12824,NWR-2011-3881,1
,,,,,,12825,NWR-2011-394,1
,,,,,,12826,NWR-2011-4345,1
,,,,,,12827,NWR-2011-438,1
,,,,,,12828,NWR-2011-4915,1
,,,,,,12829,NWR-2011-4919,1
,,,,,,12830,NWR-2011-5371,1
,,,,,,12831,NWR-2011-5389,1
,,,,,,12832,NWR-2011-551,1
,,,,,,12833,NWR-2011-5701,1
,,,,,,12834,NWR-2011-5704,1
,,,,,,12835,NWR-2011-5775,1
,,,,,,12836,NWR-2011-5796,1
,,,,,,12837,NWR-2011-5873,1
,,,,,,12838,NWR-2011-604,1
,,,,,,12839,NWR-2011-76,1
,,,,,,12840,NWR-2011-812,1
,,,,,,12841,NWR-2012-1088,1
,,,,,,12842,NWR-2012-1096,1
,,,,,,12843,NWR-2012-115,1
,,,,,,12844,NWR-2012-120,1
,,,,,,12845,NWR-2012-1797,1
,,,,,,12846,NWR-2012-2016,1
,,,,,,12847,NWR-2012-218,1
,,,,,,12848,NWR-2012-2185,1
,,,,,,12849,NWR-2012-276,1
,,,,,,12850,NWR-2012-278,1
,,,,,,12851,NWR-2012-3,1
,,,,,,12852,NWR-2012-3039,1
,,,,,,12853,NWR-2012-306,1
,,,,,,12854,NWR-2012-3450,1
,,,,,,12855,NWR-2012-3714,1
,,,,,,12856,NWR-2012-3764,1
,,,,,,12857,NWR-2012-3987,1
,,,,,,12858,NWR-2012-543,1
,,,,,,12859,NWR-2012-764,1
,,,,,,12860,NWR-2012-769,1
,,,,,,12861,NWR-2012-886,1
,,,,,,12862,PIR-2005-2580,1
,,,,,,12863,PIR-2005-2581,1
,,,,,,12864,PIR-2005-3739,1
,,,,,,12865,PIR-2005-4656,1
,,,,,,12866,PIR-2005-4695,1
,,,,,,12867,PIR-2005-5569,1
,,,,,,12868,PIR-2005-5999,1
,,,,,,12869,PIR-2005-6102,1
,,,,,,12870,PIR-2005-6269,1
,,,,,,12871,PIR-2006-1025,1
,,,,,,12872,PIR-2006-1433,1
,,,,,,12873,PIR-2006-1448,1
,,,,,,12874,PIR-2006-1672,1
,,,,,,12875,PIR-2006-1697,1
,,,,,,12876,PIR-2006-2309,1
,,,,,,12877,PIR-2006-2311,1
,,,,,,12878,PIR-2006-2316,1
,,,,,,12879,PIR-2006-2317,1
,,,,,,12880,PIR-2006-2319,1
,,,,,,12881,PIR-2006-2322,1
,,,,,,12882,PIR-2006-2324,1
,,,,,,12883,PIR-2006-2325,1
,,,,,,12884,PIR-2006-2332,1
,,,,,,12885,PIR-2006-2553,1
,,,,,,12886,PIR-2006-2627,1
,,,,,,12887,PIR-2006-3281,1
,,,,,,12888,PIR-2006-3335,1
,,,,,,12889,PIR-2006-3785,1
,,,,,,12890,PIR-2006-3997,1
,,,,,,12891,PIR-2006-3998,1
,,,,,,12892,PIR-2006-4039,1
,,,,,,12893,PIR-2006-4040,1
,,,,,,12894,PIR-2006-4116,1
,,,,,,12895,PIR-2006-4305,1
,,,,,,12896,PIR-2006-4306,1
,,,,,,12897,PIR-2006-4308,1
,,,,,,12898,PIR-2006-4309,1
,,,,,,12899,PIR-2006-4310,1
,,,,,,12900,PIR-2006-4713,1
,,,,,,12901,PIR-2006-4986,1
,,,,,,12902,PIR-2006-4987,1
,,,,,,12903,PIR-2006-5078,1
,,,,,,12904,PIR-2006-5079,1
,,,,,,12905,PIR-2006-5208,1
,,,,,,12906,PIR-2006-5250,1
,,,,,,12907,PIR-2006-5423,1
,,,,,,12908,PIR-2006-5427,1
,,,,,,12909,PIR-2006-5483,1
,,,,,,12910,PIR-2006-5631,1
,,,,,,12911,PIR-2006-5760,1
,,,,,,12912,PIR-2006-5790,1
,,,,,,12913,PIR-2006-6070,1
,,,,,,12914,PIR-2006-6244,1
,,,,,,12915,PIR-2006-6251,1
,,,,,,12916,PIR-2006-6252,1
,,,,,,12917,PIR-2006-6259,1
,,,,,,12918,PIR-2006-6502,1
,,,,,,12919,PIR-2006-6825,1
,,,,,,12920,PIR-2007-108,1
,,,,,,12921,PIR-2007-1528,1
,,,,,,12922,PIR-2007-1609,1
,,,,,,12923,PIR-2007-2170,1
,,,,,,12924,PIR-2007-2171,1
,,,,,,12925,PIR-2007-2172,1
,,,,,,12926,PIR-2007-2212,1
,,,,,,12927,PIR-2007-2425,1
,,,,,,12928,PIR-2007-2743,1
,,,,,,12929,PIR-2007-3192,1
,,,,,,12930,PIR-2007-3211,1
,,,,,,12931,PIR-2007-3212,1
,,,,,,12932,PIR-2007-3274,1
,,,,,,12933,PIR-2007-3279,1
,,,,,,12934,PIR-2007-3281,1
,,,,,,12935,PIR-2007-3282,1
,,,,,,12936,PIR-2007-3284,1
,,,,,,12937,PIR-2007-3285,1
,,,,,,12938,PIR-2007-3302,1
,,,,,,12939,PIR-2007-4025,1
,,,,,,12940,PIR-2007-4028,1
,,,,,,12941,PIR-2007-4029,1
,,,,,,12942,PIR-2007-4030,1
,,,,,,12943,PIR-2007-4031,1
,,,,,,12944,PIR-2007-4188,1
,,,,,,12945,PIR-2007-5150,1
,,,,,,12946,PIR-2007-5399,1
,,,,,,12947,PIR-2007-6381,1
,,,,,,12948,PIR-2007-6382,1
,,,,,,12949,PIR-2007-6383,1
,,,,,,12950,PIR-2007-66,1
,,,,,,12951,PIR-2007-6689,1
,,,,,,12952,PIR-2007-7273,1
,,,,,,12953,PIR-2007-7274,1
,,,,,,12954,PIR-2007-7275,1
,,,,,,12955,PIR-2007-7277,1
,,,,,,12956,PIR-2007-7337,1
,,,,,,12957,PIR-2007-7421,1
,,,,,,12958,PIR-2007-7573,1
,,,,,,12959,PIR-2007-7801,1
,,,,,,12960,PIR-2007-7960,1
,,,,,,12961,PIR-2007-7969,1
,,,,,,12962,PIR-2007-84,1
,,,,,,12963,PIR-2008-1424,1
,,,,,,12964,PIR-2008-1978,1
,,,,,,12965,PIR-2008-2419,1
,,,,,,12966,PIR-2008-2791,1
,,,,,,12967,PIR-2008-3157,1
,,,,,,12968,PIR-2008-6922,1
,,,,,,12969,PIR-2008-8333,1
,,,,,,12970,PIR-2008-900,1
,,,,,,12971,PIR-2009-5678,1
,,,,,,12972,PIR-2009-5679,1
,,,,,,12973,PIR-2009-689,1
,,,,,,12974,PIR-2010-161,1
,,,,,,12975,PIR-2010-171,1
,,,,,,12976,PIR-2010-1790,1
,,,,,,12977,PIR-2010-3232,1
,,,,,,12978,PIR-2011-2096,1
,,,,,,12979,PIR-2011-4968,1
,,,,,,12980,SER-1990-58,1
,,,,,,12981,SER-1998-175,1
,,,,,,12982,SER-1998-207,1
,,,,,,12983,SER-1998-217,1
,,,,,,12984,SER-1998-246,1
,,,,,,12985,SER-1998-264,1
,,,,,,12986,SER-1998-316,1
,,,,,,12987,SER-1998-350,1
,,,,,,12988,SER-1998-68,1
,,,,,,12989,SER-1999-1088,1
,,,,,,12990,SER-1999-1089,1
,,,,,,12991,SER-1999-1116,1
,,,,,,12992,SER-1999-1128,1
,,,,,,12993,SER-1999-1201,1
,,,,,,12994,SER-1999-1289,1
,,,,,,12995,SER-1999-14,1
,,,,,,12996,SER-1999-1435,1
,,,,,,12997,SER-1999-1438,1
,,,,,,12998,SER-1999-1475,1
,,,,,,12999,SER-1999-15,1
,,,,,,13000,SER-1999-1513,1
,,,,,,13001,SER-1999-1539,1
,,,,,,13002,SER-1999-1580,1
,,,,,,13003,SER-1999-1581,1
,,,,,,13004,SER-1999-16,1
,,,,,,13005,SER-1999-1612,1
,,,,,,13006,SER-1999-1613,1
,,,,,,13007,SER-1999-1615,1
,,,,,,13008,SER-1999-1616,1
,,,,,,13009,SER-1999-1660,1
,,,,,,13010,SER-1999-17,1
,,,,,,13011,SER-1999-1709,1
,,,,,,13012,SER-1999-1710,1
,,,,,,13013,SER-1999-1711,1
,,,,,,13014,SER-1999-1712,1
,,,,,,13015,SER-1999-1714,1
,,,,,,13016,SER-1999-1718,1
,,,,,,13017,SER-1999-1739,1
,,,,,,13018,SER-1999-1741,1
,,,,,,13019,SER-1999-1762,1
,,,,,,13020,SER-1999-1785,1
,,,,,,13021,SER-1999-1789,1
,,,,,,13022,SER-1999-1790,1
,,,,,,13023,SER-1999-1791,1
,,,,,,13024,SER-1999-1793,1
,,,,,,13025,SER-1999-1794,1
,,,,,,13026,SER-1999-18,1
,,,,,,13027,SER-1999-271,1
,,,,,,13028,SER-1999-335,1
,,,,,,13029,SER-1999-34,1
,,,,,,13030,SER-1999-392,1
,,,,,,13031,SER-1999-397,1
,,,,,,13032,SER-1999-43,1
,,,,,,13033,SER-1999-465,1
,,,,,,13034,SER-1999-48,1
,,,,,,13035,SER-1999-63,1
,,,,,,13036,SER-1999-66,1
,,,,,,13037,SER-1999-706,1
,,,,,,13038,SER-1999-707,1
,,,,,,13039,SER-1999-718,1
,,,,,,13040,SER-1999-731,1
,,,,,,13041,SER-1999-762,1
,,,,,,13042,SER-1999-861,1
,,,,,,13043,SER-1999-868,1
,,,,,,13044,SER-1999-870,1
,,,,,,13045,SER-1999-881,1
,,,,,,13046,SER-1999-899,1
,,,,,,13047,SER-1999-900,1
,,,,,,13048,SER-1999-910,1
,,,,,,13049,SER-2000-1049,1
,,,,,,13050,SER-2000-1051,1
,,,,,,13051,SER-2000-1052,1
,,,,,,13052,SER-2000-1053,1
,,,,,,13053,SER-2000-1072,1
,,,,,,13054,SER-2000-1074,1
,,,,,,13055,SER-2000-1076,1
,,,,,,13056,SER-2000-1109,1
,,,,,,13057,SER-2000-1110,1
,,,,,,13058,SER-2000-1127,1
,,,,,,13059,SER-2000-1128,1
,,,,,,13060,SER-2000-1136,1
,,,,,,13061,SER-2000-1143,1
,,,,,,13062,SER-2000-1144,1
,,,,,,13063,SER-2000-1145,1
,,,,,,13064,SER-2000-1147,1
,,,,,,13065,SER-2000-1156,1
,,,,,,13066,SER-2000-1157,1
,,,,,,13067,SER-2000-1196,1
,,,,,,13068,SER-2000-1198,1
,,,,,,13069,SER-2000-1201,1
,,,,,,13070,SER-2000-1203,1
,,,,,,13071,SER-2000-1204,1
,,,,,,13072,SER-2000-1226,1
,,,,,,13073,SER-2000-123,1
,,,,,,13074,SER-2000-1230,1
,,,,,,13075,SER-2000-1231,1
,,,,,,13076,SER-2000-124,1
,,,,,,13077,SER-2000-126,1
,,,,,,13078,SER-2000-1281,1
,,,,,,13079,SER-2000-1282,1
,,,,,,13080,SER-2000-1283,1
,,,,,,13081,SER-2000-1284,1
,,,,,,13082,SER-2000-1285,1
,,,,,,13083,SER-2000-1286,1
,,,,,,13084,SER-2000-1295,1
,,,,,,13085,SER-2000-1296,1
,,,,,,13086,SER-2000-1297,1
,,,,,,13087,SER-2000-1299,1
,,,,,,13088,SER-2000-130,1
,,,,,,13089,SER-2000-1301,1
,,,,,,13090,SER-2000-1304,1
,,,,,,13091,SER-2000-131,1
,,,,,,13092,SER-2000-1313,1
,,,,,,13093,SER-2000-1315,1
,,,,,,13094,SER-2000-132,1
,,,,,,13095,SER-2000-1321,1
,,,,,,13096,SER-2000-133,1
,,,,,,13097,SER-2000-134,1
,,,,,,13098,SER-2000-135,1
,,,,,,13099,SER-2000-1351,1
,,,,,,13100,SER-2000-1352,1
,,,,,,13101,SER-2000-1353,1
,,,,,,13102,SER-2000-1354,1
,,,,,,13103,SER-2000-136,1
,,,,,,13104,SER-2000-137,1
,,,,,,13105,SER-2000-1372,1
,,,,,,13106,SER-2000-138,1
,,,,,,13107,SER-2000-1384,1
,,,,,,13108,SER-2000-139,1
,,,,,,13109,SER-2000-140,1
,,,,,,13110,SER-2000-141,1
,,,,,,13111,SER-2000-142,1
,,,,,,13112,SER-2000-1427,1
,,,,,,13113,SER-2000-1428,1
,,,,,,13114,SER-2000-1429,1
,,,,,,13115,SER-2000-143,1
,,,,,,13116,SER-2000-1430,1
,,,,,,13117,SER-2000-1432,1
,,,,,,13118,SER-2000-1433,1
,,,,,,13119,SER-2000-1434,1
,,,,,,13120,SER-2000-144,1
,,,,,,13121,SER-2000-145,1
,,,,,,13122,SER-2000-146,1
,,,,,,13123,SER-2000-147,1
,,,,,,13124,SER-2000-148,1
,,,,,,13125,SER-2000-149,1
,,,,,,13126,SER-2000-150,1
,,,,,,13127,SER-2000-152,1
,,,,,,13128,SER-2000-155,1
,,,,,,13129,SER-2000-196,1
,,,,,,13130,SER-2000-197,1
,,,,,,13131,SER-2000-200,1
,,,,,,13132,SER-2000-201,1
,,,,,,13133,SER-2000-311,1
,,,,,,13134,SER-2000-329,1
,,,,,,13135,SER-2000-331,1
,,,,,,13136,SER-2000-332,1
,,,,,,13137,SER-2000-347,1
,,,,,,13138,SER-2000-349,1
,,,,,,13139,SER-2000-367,1
,,,,,,13140,SER-2000-399,1
,,,,,,13141,SER-2000-416,1
,,,,,,13142,SER-2000-42,1
,,,,,,13143,SER-2000-420,1
,,,,,,13144,SER-2000-437,1
,,,,,,13145,SER-2000-439,1
,,,,,,13146,SER-2000-443,1
,,,,,,13147,SER-2000-451,1
,,,,,,13148,SER-2000-452,1
,,,,,,13149,SER-2000-453,1
,,,,,,13150,SER-2000-457,1
,,,,,,13151,SER-2000-478,1
,,,,,,13152,SER-2000-503,1
,,,,,,13153,SER-2000-519,1
,,,,,,13154,SER-2000-520,1
,,,,,,13155,SER-2000-521,1
,,,,,,13156,SER-2000-522,1
,,,,,,13157,SER-2000-523,1
,,,,,,13158,SER-2000-525,1
,,,,,,13159,SER-2000-526,1
,,,,,,13160,SER-2000-527,1
,,,,,,13161,SER-2000-528,1
,,,,,,13162,SER-2000-530,1
,,,,,,13163,SER-2000-542,1
,,,,,,13164,SER-2000-543,1
,,,,,,13165,SER-2000-544,1
,,,,,,13166,SER-2000-545,1
,,,,,,13167,SER-2000-546,1
,,,,,,13168,SER-2000-561,1
,,,,,,13169,SER-2000-60,1
,,,,,,13170,SER-2000-62,1
,,,,,,13171,SER-2000-620,1
,,,,,,13172,SER-2000-635,1
,,,,,,13173,SER-2000-636,1
,,,,,,13174,SER-2000-64,1
,,,,,,13175,SER-2000-664,1
,,,,,,13176,SER-2000-691,1
,,,,,,13177,SER-2000-694,1
,,,,,,13178,SER-2000-715,1
,,,,,,13179,SER-2000-719,1
,,,,,,13180,SER-2000-720,1
,,,,,,13181,SER-2000-745,1
,,,,,,13182,SER-2000-75,1
,,,,,,13183,SER-2000-764,1
,,,,,,13184,SER-2000-797,1
,,,,,,13185,SER-2000-824,1
,,,,,,13186,SER-2000-825,1
,,,,,,13187,SER-2000-84,1
,,,,,,13188,SER-2000-853,1
,,,,,,13189,SER-2000-858,1
,,,,,,13190,SER-2000-859,1
,,,,,,13191,SER-2000-877,1
,,,,,,13192,SER-2000-880,1
,,,,,,13193,SER-2000-971,1
,,,,,,13194,SER-2000-972,1
,,,,,,13195,SER-2001-1,1
,,,,,,13196,SER-2001-1005,1
,,,,,,13197,SER-2001-1078,1
,,,,,,13198,SER-2001-1083,1
,,,,,,13199,SER-2001-1084,1
,,,,,,13200,SER-2001-1085,1
,,,,,,13201,SER-2001-1086,1
,,,,,,13202,SER-2001-1091,1
,,,,,,13203,SER-2001-1093,1
,,,,,,13204,SER-2001-1096,1
,,,,,,13205,SER-2001-1097,1
,,,,,,13206,SER-2001-1122,1
,,,,,,13207,SER-2001-1129,1
,,,,,,13208,SER-2001-1133,1
,,,,,,13209,SER-2001-1134,1
,,,,,,13210,SER-2001-1140,1
,,,,,,13211,SER-2001-1141,1
,,,,,,13212,SER-2001-1143,1
,,,,,,13213,SER-2001-1149,1
,,,,,,13214,SER-2001-1150,1
,,,,,,13215,SER-2001-1151,1
,,,,,,13216,SER-2001-1152,1
,,,,,,13217,SER-2001-1153,1
,,,,,,13218,SER-2001-1155,1
,,,,,,13219,SER-2001-1156,1
,,,,,,13220,SER-2001-1157,1
,,,,,,13221,SER-2001-1158,1
,,,,,,13222,SER-2001-1161,1
,,,,,,13223,SER-2001-1162,1
,,,,,,13224,SER-2001-1164,1
,,,,,,13225,SER-2001-1165,1
,,,,,,13226,SER-2001-1166,1
,,,,,,13227,SER-2001-1172,1
,,,,,,13228,SER-2001-1192,1
,,,,,,13229,SER-2001-1193,1
,,,,,,13230,SER-2001-1197,1
,,,,,,13231,SER-2001-1203,1
,,,,,,13232,SER-2001-1228,1
,,,,,,13233,SER-2001-1229,1
,,,,,,13234,SER-2001-1230,1
,,,,,,13235,SER-2001-1231,1
,,,,,,13236,SER-2001-1233,1
,,,,,,13237,SER-2001-1237,1
,,,,,,13238,SER-2001-1238,1
,,,,,,13239,SER-2001-1240,1
,,,,,,13240,SER-2001-1241,1
,,,,,,13241,SER-2001-1242,1
,,,,,,13242,SER-2001-1257,1
,,,,,,13243,SER-2001-1304,1
,,,,,,13244,SER-2001-1322,1
,,,,,,13245,SER-2001-1337,1
,,,,,,13246,SER-2001-15,1
,,,,,,13247,SER-2001-17,1
,,,,,,13248,SER-2001-199,1
,,,,,,13249,SER-2001-23,1
,,,,,,13250,SER-2001-237,1
,,,,,,13251,SER-2001-239,1
,,,,,,13252,SER-2001-24,1
,,,,,,13253,SER-2001-247,1
,,,,,,13254,SER-2001-25,1
,,,,,,13255,SER-2001-26,1
,,,,,,13256,SER-2001-267,1
,,,,,,13257,SER-2001-268,1
,,,,,,13258,SER-2001-269,1
,,,,,,13259,SER-2001-27,1
,,,,,,13260,SER-2001-270,1
,,,,,,13261,SER-2001-271,1
,,,,,,13262,SER-2001-273,1
,,,,,,13263,SER-2001-274,1
,,,,,,13264,SER-2001-28,1
,,,,,,13265,SER-2001-288,1
,,,,,,13266,SER-2001-289,1
,,,,,,13267,SER-2001-327,1
,,,,,,13268,SER-2001-329,1
,,,,,,13269,SER-2001-356,1
,,,,,,13270,SER-2001-362,1
,,,,,,13271,SER-2001-365,1
,,,,,,13272,SER-2001-372,1
,,,,,,13273,SER-2001-385,1
,,,,,,13274,SER-2001-386,1
,,,,,,13275,SER-2001-387,1
,,,,,,13276,SER-2001-388,1
,,,,,,13277,SER-2001-389,1
,,,,,,13278,SER-2001-390,1
