TrackingNumber,Common.Name,Population.Name,Jeopardy,CriticalHabitat,CH,Spp,CH_cons,Spp_cons
NWR-2009-4536,"Turtle, green sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2009-4536,"Turtle, olive ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2009-4536,"Turtle, loggerhead sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2009-4536,"Whale, killer",Southern Resident,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2009-4536,"Whale, sei",Eastern North Pacific Stock,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2009-4536,"Whale, sperm",California/Oregon/Washington Stock,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2009-4536,"Whale, blue",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2009-4536,"Turtle, leatherback sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2009-4536,"Sea lion, Steller",Eastern US DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2008-4151,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,
NWR-2008-4151,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,
NWR-2008-4151,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,"Sea lion, Steller",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,Steelhead,Puget Sound DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2008-4151,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,"Sturgeon, green",Southern DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,
NWR-2008-4151,"Turtle, loggerhead sea",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,
NWR-2008-4151,"Turtle, olive ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,
NWR-2008-4151,"Whale, humpback",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,"Whale, killer",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,
NWR-2008-4151,"Salmon, chum",Hood Canal summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,"Salmon, sockeye",Ozette Lake ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,
NWR-2008-4151,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",No Adverse Modification,,Not Likely to Adversely Affect,,No Jeopardy
NWR-2008-4151,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",No Adverse Modification,,Not Likely to Adversely Affect,,No Jeopardy
SER-2008-4302,"Sawfish, smalltooth",U.S. DPS,,,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy
SER-2008-4302,"Turtle, green sea",Florida Breeding Populations,,,No CH,No Jeopardy,No CH,No Jeopardy
SER-2008-4302,"Turtle, leatherback sea",,,,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy
SER-2008-4302,"Turtle, Kemp's ridley sea",,,,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
SER-2008-4302,"Turtle, hawksbill sea",,,,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy
SER-2008-4302,"Turtle, loggerhead sea",,,,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy
